Checkee_CaseId,VisaType,ApplicationDate,ClearanceDate,Consulate,Major,ApplicationStatus
144259,F1,2013-06-03,,ShangHai,CS,Pending
184997,J1,2013-08-28,2013-10-07,BeiJing,,Clear
149418,F1,2013-06-13,2013-08-01,GuangZhou,Computer Science PhD,Clear
115400,J1,2013-05-08,2013-06-10,ChengDu,ME,Clear
154125,F1,2013-07-05,2013-08-14,ShangHai,EH,Clear
113891,F1,2013-05-08,2013-06-05,ShangHai,Epidemiology,Clear
146710,F1,2013-07-16,2013-08-16,BeiJing,CS,Clear
144678,F1,2013-06-03,2013-08-07,GuangZhou,Chemistry,Clear
115313,F1,2013-05-09,,BeiJing,ME,Pending
73219,F1,2012-12-21,2013-01-14,ShangHai,Microbiology,Clear
141671,F1,2013-06-03,2013-07-12,GuangZhou,material science,Clear
50329,F1,2012-09-04,2012-10-03,ShangHai,Aerospace,Clear
200536,J1,2013-09-24,2013-10-28,BeiJing,Environmental toxicology,Clear
271303,F1,2013-12-19,2014-01-06,BeiJing,public health,Clear
51726,J1,2012-09-27,2012-10-15,ShangHai,Bio,Clear
211464,J1,2013-10-11,2013-11-06,GuangZhou,EE,Clear
118525,F1,2013-06-03,2013-07-10,BeiJing,Mechanical Engineering,Clear
190748,H1,2013-08-26,2013-10-25,Chennai,CS,Clear
52045,J1,2012-09-27,2012-10-17,BeiJing,Computer Science,Clear
51421,J1,2012-08-22,2012-10-10,BeiJing,ME,Clear
42189,B1,2012-08-13,2012-08-28,ShangHai,Biochemical Engineering,Clear
153118,F1,2013-06-27,,BeiJing,EE,Pending
266654,H1,2013-12-19,2014-01-06,Vancouver,Computer Engineering,Clear
44348,F1,2012-08-21,2012-09-07,BeiJing,EE,Clear
44117,F1,2012-08-21,2012-09-07,BeiJing,EE,Clear
255018,F1,2013-12-18,2014-01-15,BeiJing,Chemistry,Clear
51755,B2,2012-08-21,,BeiJing,,Pending
50267,B1,2012-08-29,2012-09-19,GuangZhou,CS,Clear
128320,F1,2013-05-16,2013-08-20,BeiJing,GIS,Clear
137088,F1,2013-06-11,,BeiJing,EE,Pending
156331,F1,2013-06-27,2013-08-20,BeiJing,Physics,Clear
229869,H1,2013-10-30,,Toronto,MBA,Pending
190187,B1,2013-08-26,2013-10-07,ShangHai,,Clear
198528,F2,2013-09-20,2014-02-20,BeiJing,Fashion Design,Reject
201977,H1,2013-09-23,2013-11-08,Europe,Chemical Engineering,Clear
37439,F1,2012-07-23,2012-08-13,GuangZhou,ee control,Clear
42237,F1,2012-07-24,2012-08-21,GuangZhou,Computer Science,Clear
39030,F1,2012-07-24,2012-08-09,BeiJing,MECHANICAL ENGR,Clear
160825,J1,2013-08-15,2013-09-05,GuangZhou,medicine,Clear
166807,J1,2013-08-15,2013-09-05,ShangHai,Pharmacology,Clear
178934,B1,2013-08-16,,BeiJing,GIS,Pending
117504,F1,2013-06-04,2013-07-05,BeiJing,MSE,Clear
154005,F1,2013-06-27,2013-08-14,BeiJing,MSE,Clear
41425,L1,2012-06-27,,ChengDu,IT,Pending
39404,J1,2012-06-28,,ChengDu,EE,Pending
41720,H1,2012-06-29,2012-08-10,GuangZhou,CS,Clear
159126,F1,2013-06-04,2013-08-20,BeiJing,ECE,Clear
133926,H1,2013-06-11,2013-08-28,ShangHai,Material science,Clear
231962,B1,2013-11-15,2013-11-29,Mumbai,EE,Clear
118322,F1,2013-05-16,2013-06-20,ShangHai,CS,Clear
126979,F1,2013-06-05,2013-07-12,ShangHai,Physics,Clear
94814,B1,2013-03-05,,Montreal,biomedical,Pending
155725,J1,2013-07-18,2013-08-16,ShangHai,EE,Clear
141956,F1,2013-06-06,2013-08-12,BeiJing,BME,Clear
160826,F1,2013-06-24,2013-08-15,ShangHai,ME,Clear
163932,F1,2013-07-02,2013-08-19,BeiJing,CS,Clear
90110,B2,2013-03-05,2013-04-02,ShangHai,CS,Clear
160736,F1,2013-07-02,2013-08-22,ShangHai,ee,Clear
150549,J1,2013-07-18,2013-08-20,BeiJing,CS,Clear
95081,F1,2013-03-06,2013-04-08,ShangHai,Physics,Clear
125395,F1,2013-06-03,2013-07-03,ShangHai,cse,Clear
133750,F1,2013-06-11,2013-07-29,ShangHai,Mechanical Engineering,Clear
131001,F1,2013-06-03,2013-07-09,BeiJing,EE,Clear
100338,J1,2013-03-25,2013-04-26,GuangZhou,chemistry,Clear
74418,F1,2012-12-26,2013-01-16,ShangHai,CS,Clear
49695,H1,2012-09-04,2012-09-19,ShangHai,EE,Clear
48756,B2,2012-09-04,2012-09-20,BeiJing,EE,Clear
47634,F1,2012-09-04,2012-09-21,ShangHai,biomedical,Clear
47522,F1,2012-09-04,2012-09-24,BeiJing,Biochemistry,Clear
47470,J1,2012-09-04,2012-10-02,ChengDu,Biomedical,Clear
94637,H1,2013-03-07,,BeiJing,,Pending
147738,F2,2013-07-02,,BeiJing,ChE,Pending
142675,F1,2013-06-11,2013-07-25,ChengDu,ME,Clear
199793,H1,2013-09-24,2013-11-12,BeiJing,EE,Clear
137157,F1,2013-06-06,,ShangHai,Physics,Pending
137155,F1,2013-06-11,2013-08-08,ShangHai,Physics,Clear
94448,B1,2013-03-05,2013-04-10,Europe,ME,Clear
151231,F1,2013-07-18,2013-08-15,ShangHai,Computer Science,Clear
212733,J1,2013-09-24,2013-11-06,ShangHai,Developmental biology,Clear
155315,J1,2013-07-18,2013-08-20,ShangHai,EE,Clear
96089,J1,2013-03-06,2013-04-18,BeiJing,CA,Clear
135940,F1,2013-06-06,2013-08-06,ShangHai,MSE,Clear
137163,F1,2013-06-20,2013-08-21,BeiJing,biotechnology,Clear
149520,J1,2013-07-10,2013-08-22,Europe,CS,Clear
154940,F1,2013-06-25,2013-08-14,ShangHai,Computer Engineering,Clear
149358,F1,2013-07-11,2013-08-16,ShangHai,ECE,Clear
158082,B1,2013-06-20,,Others,Physics,Pending
231999,H1,2013-10-24,2013-11-15,Europe,chemical eng,Clear
72207,F1,2012-12-20,2013-01-07,BeiJing,CS,Clear
133528,F1,2013-07-11,2013-08-14,BeiJing,Geography,Clear
149282,F1,2013-07-10,2013-08-21,ShangHai,Biology,Clear
134120,H1,2013-05-14,,ShangHai,EE,Pending
61785,F1,2012-11-13,2012-11-30,BeiJing,Biology,Clear
62873,B1,2012-11-13,,ShangHai,Pharmacology,Pending
133154,F1,2013-06-06,2013-08-21,ShangHai,CS,Clear
64438,H1,2012-11-09,2012-11-30,ShangHai,biomed,Clear
59518,F1,2012-10-04,2012-11-02,Tijuana,CS,Clear
46648,B1,2012-08-30,,BeiJing,EE,Pending
158773,J1,2012-07-09,,BeiJing,AE,Pending
40856,F1,2012-07-18,2012-08-06,HongKong,Medicinal Chemistry,Clear
39490,J1,2012-07-18,2012-08-07,ShenYang,Medicine,Clear
36859,F1,2012-07-18,2012-08-08,BeiJing,EE,Clear
156315,F1,2013-06-27,2013-08-21,ShangHai,Mechanical Engineering,Clear
136530,F1,2013-06-06,2013-07-18,ChengDu,EE,Clear
130283,F1,2013-06-06,2013-07-10,BeiJing,Pharmaceutical Sciences,Clear
130663,F1,2013-06-24,2013-08-30,BeiJing,ME,Clear
146903,F1,2013-06-27,2013-09-05,BeiJing,CS,Clear
157947,F1,2013-06-20,,BeiJing,Computer Science,Pending
134350,F1,2013-06-06,2013-08-01,ShangHai,Electric Enginnering,Clear
110579,F1,2013-04-23,2013-05-20,ShangHai,chemistry,Clear
142118,F1,2013-06-11,2013-07-24,BeiJing,Life Science,Clear
133633,F1,2013-07-11,2013-08-16,ShangHai,Computer Science,Clear
157028,F1,2013-06-20,2013-08-09,HongKong,Chemistry,Clear
73799,H1,2012-12-19,2013-01-15,ChengDu,Bioscience,Clear
37465,B1,2012-07-18,,ShangHai,,Pending
94607,B1,2013-03-11,2013-04-05,GuangZhou,Pattern Recongnition,Clear
133176,F1,2013-06-06,2013-07-10,BeiJing,Human computer interactio,Clear
106833,F1,2013-04-23,,ShangHai,Chemistry,Pending
65636,B1,2012-11-09,2012-12-04,ShangHai,,Clear
63378,J1,2012-11-09,2012-11-30,GuangZhou,mathematics,Clear
63906,B1,2012-11-13,2012-12-03,BeiJing,microelectronic,Clear
53270,H1,2012-09-04,2012-09-19,ShangHai,BME,Clear
47016,F1,2012-08-28,2012-09-17,BeiJing,Epidemiology,Clear
94543,J1,2013-03-11,2013-04-12,BeiJing,Biology,Clear
48385,J1,2012-08-30,,ShangHai,Anesthesiology,Pending
93578,J1,2013-03-11,2013-04-08,ShangHai,EE,Clear
48113,F1,2012-08-30,2012-09-15,ShangHai,Chemical Engineering,Clear
160890,J1,2013-07-10,2013-08-20,ShangHai,medicine,Clear
109450,J1,2013-04-29,,Others,Physics & EE,Pending
94149,B1,2013-03-11,2013-04-05,GuangZhou,Genetics,Clear
75825,L1,2012-12-19,,BeiJing,,Pending
92807,L1,2013-03-11,2013-04-05,Others,ME,Clear
68175,H1,2012-12-17,,BeiJing,computer science,Pending
73095,F1,2012-12-19,,BeiJing,MSE,Pending
72365,F1,2012-12-20,2013-01-03,GuangZhou,EE,Clear
64807,J1,2012-11-09,,ShangHai,CS,Pending
91053,J1,2013-02-26,2013-03-29,BeiJing,chemistry,Clear
91060,F1,2013-03-08,2013-04-05,BeiJing,Mechanical Engineering,Clear
92284,B1,2013-03-26,2013-04-25,Others,CS,Clear
129893,F1,2013-06-24,,BeiJing,EE,Pending
132391,F1,2013-06-06,,BeiJing,cs,Pending
223554,H1,2013-08-09,,GuangZhou,cs,Pending
146472,J1,2013-07-10,2013-08-21,ShenYang,CS,Clear
47469,F1,2012-08-30,2012-09-15,ShangHai,mechanical engineering,Clear
102050,F1,2013-03-27,2013-04-26,BeiJing,ECE,Clear
237416,B2,2013-11-14,2013-11-25,ShangHai,Microbiology,Clear
53832,F1,2012-10-04,2012-10-15,BeiJing,,Clear
32297,F1,2012-05-14,2012-06-12,BeiJing,EE,Clear
241437,J1,2013-11-21,2013-12-04,ShangHai,CANCER EPIDEIOMOLODY,Clear
53400,H1,2012-10-09,2012-10-25,BeiJing,pharmacology,Clear
125550,F1,2013-05-28,2013-07-15,ShangHai,EE,Clear
243568,J1,2013-11-26,2013-12-10,ShenYang,Analytical Chemistry,Clear
242386,H1,2013-11-29,2013-12-13,Toronto,Industrial Engg,Clear
53941,J1,2012-10-15,2012-11-05,GuangZhou,MSE,Clear
266817,F1,2013-12-17,2014-01-06,ShangHai,chemical engineering,Clear
154585,J1,2013-08-02,2013-08-20,BeiJing,chemical engineering,Clear
240428,B2,2013-11-01,2013-12-04,BeiJing,,Clear
271339,B1,2013-11-18,,BeiJing,EE,Pending
159153,F1,2013-07-05,,BeiJing,,Pending
122862,B2,2013-04-29,2013-09-10,BeiJing,,Clear
154712,F1,2013-08-02,2013-08-27,BeiJing,Computer Science,Clear
54152,F1,2012-10-15,2012-11-05,ShangHai,Chemistry,Clear
48343,J1,2012-09-04,2012-09-29,ShangHai,Immunology,Clear
51118,L2,2012-09-05,2012-09-26,BeiJing,automation,Clear
50492,F1,2012-09-06,,BeiJing,EE,Pending
33408,F1,2012-05-14,2012-06-13,BeiJing,Chemistry,Clear
32062,F1,2012-05-14,2012-06-04,BeiJing,EE,Clear
245580,H1,2013-12-02,2013-12-05,ShangHai,,Clear
131543,F1,2013-07-05,2013-08-22,BeiJing,CS,Clear
237370,J1,2013-11-22,2013-12-16,ShangHai,Pharmacy,Clear
49917,F1,2012-09-04,2012-09-18,BeiJing,EE,Clear
53353,H1,2012-09-14,2012-10-22,ShangHai,EE,Clear
53505,F1,2012-09-14,2012-10-11,ShangHai,chemical engineering,Clear
70071,F1,2012-12-20,2013-01-08,ShangHai,Physics,Clear
62091,J1,2012-11-14,2012-12-13,ShangHai,biology,Clear
64934,J1,2012-11-14,2012-12-07,ShangHai,Microbiology,Clear
154983,B1,2013-08-02,2013-09-18,ShangHai,Chemistry,Clear
145120,F1,2013-06-27,2013-08-14,ShangHai,Animal Science,Clear
133707,J1,2013-05-29,2013-08-06,GuangZhou,,Clear
50315,F1,2012-09-17,2012-10-09,GuangZhou,biomedical science,Clear
52705,H1,2012-09-17,,ShangHai,EE,Pending
53287,F1,2012-09-17,2012-10-09,BeiJing,Electrical Engineering,Clear
160704,F1,2013-07-05,2013-08-16,ShangHai,CS,Clear
160012,F1,2013-06-27,2013-08-15,ShangHai,Polymer Science,Clear
5665,F1,2012-08-01,,BeiJing,CS,Pending
143971,H1,2013-06-27,2013-08-23,BeiJing,Math,Clear
115178,B1,2013-05-02,2013-05-30,ChengDu,,Clear
137212,J1,2013-06-27,2013-08-20,GuangZhou,MF\D,Clear
150281,F1,2013-08-02,2013-08-28,GuangZhou,Applied Math,Clear
152683,F1,2013-07-05,2013-08-15,BeiJing,biomedical sciences,Clear
33187,F1,2012-05-14,2012-07-11,BeiJing,cs,Clear
31984,F1,2012-05-14,,BeiJing,Networking,Pending
117192,B2,2013-05-02,2013-06-03,GuangZhou,EE,Clear
137291,F1,2013-06-27,2013-08-16,BeiJing,Chemical Engineering,Clear
31082,F1,2012-05-14,,ShangHai,polymer,Pending
31507,F1,2012-05-14,2012-06-01,BeiJing,physics,Clear
31440,B1,2012-05-14,2012-06-11,BeiJing,Information Engineering,Clear
115126,H1,2013-04-29,2013-06-04,ShangHai,EE,Clear
241448,F1,2013-10-28,2013-11-29,Others,CS,Clear
31438,B2,2012-05-14,2012-06-01,BeiJing,biology,Clear
115179,F1,2013-05-02,2013-05-30,BeiJing,Chemistry,Clear
70183,J1,2012-12-20,2013-01-10,BeiJing,materials,Clear
151135,F1,2013-07-05,2013-08-14,BeiJing,EE,Clear
68198,B1,2012-11-15,2013-02-11,Europe,Physics,Clear
52891,J1,2012-10-03,2012-10-22,Vancouver,chemistry,Clear
37806,J1,2012-07-09,,BeiJing,,Pending
36697,F2,2012-07-16,2012-08-10,GuangZhou,EE,Clear
151717,F1,2013-08-02,2013-08-23,GuangZhou,physics,Clear
150221,J1,2013-08-02,,ShenYang,ME,Pending
132116,F1,2013-07-05,2013-08-14,BeiJing,Chemistry,Clear
113825,J1,2013-05-14,,BeiJing,anal chem,Pending
131416,F1,2013-07-05,2013-08-22,BeiJing,ME,Clear
117424,F1,2013-05-28,2013-07-03,ShangHai,CE,Clear
4134,F1,2011-01-04,2011-01-10,BeiJing,ECE,Clear
4157,B2,2011-01-04,2011-03-23,BeiJing,Mechnical Engineering,Clear
4175,J1,2011-01-04,2011-02-07,BeiJing,biology,Clear
4233,F1,2011-01-04,2011-01-31,BeiJing,EE,Clear
4234,H1,2011-01-04,2011-01-31,Tijuana,Physics,Clear
4245,H1,2011-01-04,2011-02-04,NewDelhi,EE,Clear
4265,F1,2011-01-04,2011-01-27,BeiJing,NE,Clear
4372,F1,2011-01-04,2011-01-31,BeiJing,Biostatistics,Clear
4379,F1,2011-01-04,2011-02-01,GuangZhou,biology,Clear
4380,F1,2011-01-04,,ShangHai,EE,Pending
4394,J1,2011-01-04,2011-01-31,BeiJing,Meteorology,Clear
4395,F1,2011-01-04,2011-02-07,GuangZhou,geosciences,Clear
4399,B1,2011-01-04,2011-02-09,ShenYang,Chemistry,Clear
4402,H1,2011-01-04,2011-02-22,BeiJing,Accounting,Clear
4406,F1,2011-01-04,2011-01-28,GuangZhou,Biology,Clear
4412,F1,2011-01-04,,BeiJing,EE,Pending
4424,F1,2011-01-04,2011-01-31,BeiJing,EE,Clear
4507,L1,2011-01-04,,Mumbai,Finance,Pending
160123,F1,2013-06-13,2013-08-16,ShangHai,Mechanical engineering,Clear
4513,H1,2011-01-04,2011-04-08,Mumbai,CS,Clear
4550,H1,2011-01-04,,NewDelhi,MBA,Pending
4447,H1,2011-01-05,2011-02-01,ShangHai,Biochem,Clear
4106,F1,2011-01-05,2011-02-03,ShenYang,virology,Clear
4206,F1,2011-01-05,2011-01-27,BeiJing,Chemistry,Clear
4290,J1,2011-01-05,2011-02-07,GuangZhou,medicine,Clear
4363,F1,2011-01-05,2011-01-28,BeiJing,Biology,Clear
4392,H1,2011-01-05,,Mumbai,CS,Pending
4410,H1,2011-01-05,,ShangHai,Biochem,Pending
4433,B1,2011-01-05,2011-02-01,GuangZhou,,Clear
5737,B1,2011-01-05,,BeiJing,,Pending
4142,J1,2011-01-06,2011-02-01,BeiJing,CS,Clear
4120,F1,2011-01-06,,ShangHai,EE,Pending
4184,H1,2011-01-06,2011-02-17,NewDelhi,BME,Clear
4381,F1,2011-01-06,2011-01-11,GuangZhou,biomedical science,Clear
4416,H1,2011-01-06,2011-01-29,ShangHai,chemical engineering,Clear
4479,F1,2011-01-06,2011-02-08,ShangHai,CS,Clear
4488,J1,2011-01-06,2011-03-21,BeiJing,optics,Clear
4503,H1,2011-01-06,2011-03-25,Mumbai,MS computer science,Clear
4519,H1,2011-01-06,,Mumbai,Computers,Pending
4543,B1,2011-01-06,2011-02-01,ShangHai,material engineering,Clear
4149,F1,2011-01-07,2011-01-31,BeiJing,Biology,Clear
4162,J1,2011-01-07,2011-02-09,ShangHai,Immunology,Clear
4165,B1,2011-01-07,2011-02-01,BeiJing,Mechanics,Clear
4185,H1,2011-01-07,2011-01-31,BeiJing,biology,Clear
4210,H1,2011-01-07,2011-02-10,ShenYang,EE,Clear
4244,F1,2011-01-07,2011-02-07,GuangZhou,COMPUTER SCIENCE,Clear
4253,J1,2011-01-07,2011-02-10,ShenYang,Chemistry,Clear
4274,H1,2011-01-07,2011-02-01,BeiJing,Information Management,Clear
4335,H1,2011-01-07,2011-02-01,Mumbai,BME,Clear
4343,H1,2011-01-07,2011-02-08,ShangHai,EE,Clear
4349,F1,2011-01-07,2011-02-01,BeiJing,EE,Clear
4361,H1,2011-01-07,2011-02-03,Chennai,Environmental Engg,Clear
4369,F1,2011-01-07,2011-01-27,BeiJing,MSE,Clear
4404,H1,2011-01-07,2011-02-02,Mumbai,CE,Clear
4455,F1,2011-01-07,2011-02-02,ShangHai,Physics,Clear
4220,B2,2011-01-10,2011-02-09,Europe,Information and Communica,Clear
4153,J1,2011-01-10,2011-02-08,ShangHai,Medicinal Chemistry,Clear
4190,F1,2011-01-10,2011-02-08,ShangHai,ECE,Clear
4192,F1,2011-01-10,,ShangHai,Chemistry,Pending
4194,F1,2011-01-10,,BeiJing,Chemistry,Pending
4239,F1,2011-01-10,2011-02-10,ShangHai,chemistry,Clear
4314,F1,2011-01-10,2011-02-09,ShangHai,ECE,Clear
4354,J1,2011-01-10,,Others,Transportation Engineerin,Pending
4451,F1,2011-01-10,2011-02-08,ShangHai,Biomedical Engineering,Clear
4483,H1,2011-01-10,2011-02-03,Europe,Physics,Clear
4559,B1,2011-01-10,2011-03-10,BeiJing,Aviation,Clear
4207,H1,2011-01-11,2011-02-08,ShangHai,ECE,Clear
4243,J1,2011-01-11,2011-02-07,BeiJing,ee,Clear
4258,J1,2011-01-11,2011-02-08,BeiJing,chemistry,Clear
4263,H1,2011-01-11,2011-02-04,Ottawa,ME,Clear
4330,F1,2011-01-11,2011-02-09,ChengDu,CS,Clear
4340,F1,2011-01-11,2011-01-25,BeiJing,Pharmaceutical Science,Clear
4377,H1,2011-01-11,,Mumbai,Mechanical,Pending
4397,F1,2011-01-11,2011-02-14,GuangZhou,physics,Clear
4072,B2,2011-01-04,2011-01-31,BeiJing,automation,Clear
4104,F1,2011-01-04,2011-01-28,ShangHai,BME,Clear
4439,H1,2011-01-11,,BeiJing,Mechanical Eng.,Pending
4484,B1,2011-01-11,2011-02-09,BeiJing,Physics,Clear
4533,J1,2011-01-11,2011-02-09,ChengDu,Chemistry,Clear
4678,H1,2011-01-11,,Ottawa,"MBA, CS",Pending
4197,F1,2011-01-12,2011-02-11,GuangZhou,CS,Clear
4203,J1,2011-01-12,2011-02-10,GuangZhou,Chemistry,Clear
4209,B1,2011-01-12,,ShangHai,radiation oncology,Pending
4240,F1,2011-01-12,2011-02-11,ShenYang,Climatology,Clear
4332,F1,2011-01-12,2011-02-11,ShangHai,pharmacy,Clear
4391,F1,2011-01-12,2011-02-09,ShangHai,EE,Clear
4453,H1,2011-01-12,2011-02-08,NewDelhi,Petroleum Engineering,Clear
4553,F1,2011-01-12,2011-02-09,ShangHai,radiation oncology,Clear
4555,H1,2011-01-12,,Mumbai,MBA,Pending
4633,H1,2011-01-12,,Mumbai,BE,Pending
4196,H1,2011-01-13,2011-02-08,GuangZhou,,Clear
4212,F1,2011-01-13,2011-02-10,ShangHai,ECE,Clear
4341,L1,2011-01-13,,GuangZhou,optiEE,Pending
4417,L2,2011-01-13,,GuangZhou,,Pending
4420,H1,2011-01-13,2011-02-07,GuangZhou,Chemistry,Clear
4486,J1,2011-01-13,2011-02-09,ChengDu,medicine,Clear
4489,F1,2011-01-13,2011-02-09,ShangHai,CS,Clear
4494,F1,2011-01-13,2011-02-10,ChengDu,ME,Clear
4502,F1,2011-01-13,2011-02-10,GuangZhou,CS,Clear
4504,H1,2011-01-13,,Mumbai,MBA FINANCE,Pending
4594,B1,2011-01-13,2011-03-19,Mumbai,MBA,Clear
13266,F1,2011-01-13,,BeiJing,chemical and biomolecular,Pending
4446,H1,2011-01-14,2011-02-07,Others,,Clear
4217,F1,2011-01-14,,BeiJing,,Pending
4219,F1,2011-01-14,,BeiJing,Environmental Systems,Pending
4225,B1,2011-01-14,2011-02-10,BeiJing,mechanical engineering,Clear
4231,B1,2011-01-14,2011-02-14,ShangHai,Automation,Clear
4389,F1,2011-01-14,2011-02-24,Mumbai,Microbiology,Clear
4414,F1,2011-01-14,2011-02-14,ShangHai,CS,Clear
4456,H1,2011-01-14,2011-03-08,Mumbai,ECE,Clear
4493,H1,2011-01-14,2011-02-11,ShangHai,Mechanical Engineering,Clear
4540,H1,2011-01-14,2011-02-14,NewDelhi,Chem engineering,Clear
4630,H1,2011-01-14,2011-03-09,Mumbai,,Clear
4251,F1,2011-01-18,2011-02-07,Ottawa,ECE,Clear
4262,H1,2011-01-18,2011-02-07,Ottawa,Physics,Clear
4350,F1,2011-01-18,2011-02-18,ShangHai,Chemical engineering,Clear
4475,H1,2011-01-18,2011-02-11,ShangHai,EE,Clear
4454,J1,2011-01-18,2011-02-07,BeiJing,CS,Clear
4469,H1,2011-01-18,2011-02-11,ShangHai,BME,Clear
4477,H1,2011-01-18,2011-03-10,BeiJing,Biology,Clear
4490,H1,2011-01-18,2011-02-18,ShenYang,EE,Clear
4514,H1,2011-01-18,,Mumbai,MBA,Pending
4517,H1,2011-01-18,,Mumbai,Computer Engineer,Pending
4522,H1,2011-01-18,2011-02-11,ShangHai,BME,Clear
4569,H1,2011-01-18,2012-04-16,Mumbai,CS,Clear
4576,L1,2011-01-18,,Mumbai,Computer Science,Pending
4520,H1,2011-01-19,2011-02-09,ShangHai,Pharmacology,Clear
4526,F1,2011-01-19,2011-02-09,ShangHai,Pharmacology,Clear
4527,H1,2011-01-19,,Mumbai,Software Engineering,Pending
4548,H1,2011-01-19,2011-02-25,NewDelhi,Computer Sc and engg.,Reject
4315,J1,2011-01-20,,ShangHai,Biology,Pending
4334,J1,2011-01-20,2011-02-10,BeiJing,chemical engineering/mate,Clear
4352,F1,2011-01-20,2011-02-10,ShangHai,Neurobiology,Clear
4401,J1,2011-01-20,2011-02-12,ShangHai,Analytical chemistry,Clear
11441,H1,2011-01-20,2012-06-14,NewDelhi,Operations,Clear
4313,F1,2011-01-21,2011-02-09,HongKong,EE,Clear
4326,H1,2011-01-21,2011-03-15,BeiJing,biology,Clear
4329,H1,2011-01-21,2011-02-09,BeiJing,EE,Clear
4367,L1,2011-01-21,2011-02-09,ShangHai,CS,Clear
4472,B1,2011-01-21,2011-02-09,HongKong,Bioinformatics,Clear
4461,B1,2011-01-21,2011-02-11,BeiJing,Nanomechanics,Clear
4466,H1,2011-01-21,2011-02-15,Europe,Mechanical Engineering,Clear
4476,F1,2011-01-21,2011-02-09,ShangHai,ECE,Clear
4516,H1,2011-01-21,,Mumbai,Computer Science,Pending
4534,F1,2011-01-21,2011-02-09,BeiJing,Biophysics,Clear
4328,H1,2011-01-23,,NewDelhi,Mechanical Engineering,Pending
4443,L1,2011-01-24,2011-02-10,Europe,CS,Clear
4464,F1,2011-01-24,2011-02-10,ShangHai,Genetics,Clear
4482,H1,2011-01-24,2011-02-10,ShangHai,Geoscience,Clear
159100,F1,2013-07-08,,BeiJing,,Pending
4430,F1,2011-01-11,2011-02-07,BeiJing,CS,Clear
4390,J1,2011-01-25,2011-02-10,Others,EECS,Clear
4441,F1,2011-01-25,2011-02-15,Ottawa,Physics,Clear
4542,H1,2011-01-25,,BeiJing,Chemical Engineering,Pending
4558,F1,2011-01-25,2011-02-16,GuangZhou,CS,Clear
4565,F1,2011-01-25,2011-03-03,BeiJing,neuroscience,Clear
4376,H1,2011-01-26,,Others,,Pending
4434,H1,2011-01-26,2011-02-24,ShenYang,Biomedical,Clear
4437,B2,2011-01-26,2011-02-18,ShenYang,communication,Clear
4481,J1,2011-01-26,2011-02-14,GuangZhou,Med Chem,Clear
4529,B2,2011-01-26,2011-02-18,ShenYang,dynamics,Clear
4518,H1,2011-01-27,2011-02-24,ShangHai,EE,Clear
4528,F1,2011-01-27,2011-02-16,ShangHai,Chemical,Clear
4568,F1,2011-01-27,2011-02-24,ChengDu,EECS,Clear
5540,F1,2011-01-27,,ChengDu,ee,Pending
4409,F1,2011-01-28,,BeiJing,cs,Pending
4444,B1,2011-01-28,,ShangHai,MicroE,Pending
4480,H1,2011-01-28,2011-02-15,ShangHai,,Clear
4495,H1,2011-01-28,2011-02-17,BeiJing,civil,Clear
4500,F1,2011-01-28,2011-02-18,ShangHai,Medical Neurosciences,Clear
4532,H1,2011-01-28,2011-02-17,ShangHai,Chem Eng,Clear
4541,B2,2011-01-28,2011-02-18,Others,,Clear
4549,H1,2011-01-28,2011-02-16,BeiJing,immunology,Clear
4599,H1,2011-01-28,2011-02-15,ShangHai,ECE/oil&Gas Service Indus,Clear
4622,H1,2011-01-28,2011-03-14,ShenYang,EE,Clear
4435,F1,2011-01-31,,BeiJing,Aeronautical Engineering,Pending
4429,J1,2011-01-31,2011-02-22,GuangZhou,Materials Science,Clear
4458,H1,2011-01-31,2011-03-02,ShenYang,Mechanical,Clear
4459,F1,2011-01-31,2011-02-01,BeiJing,Aeronautical Engineering,Clear
4545,F1,2011-01-31,2011-02-17,BeiJing,physics,Clear
4556,F1,2011-01-31,2011-02-17,BeiJing,Biochemistry,Clear
4560,F1,2011-01-31,2011-02-25,ShangHai,EE,Clear
4612,H1,2011-01-31,2011-03-02,Chennai,Geosciences,Clear
4676,H1,2011-01-31,,Chennai,Software Engineer,Pending
4449,B1,2011-02-01,2011-02-25,Europe,chemistry,Clear
4452,H1,2011-02-01,2011-02-19,Ottawa,Physics,Clear
4563,B1,2011-02-01,2011-02-19,ShangHai,EE,Clear
4567,H1,2011-02-01,2011-02-28,BeiJing,EE,Clear
4572,J1,2011-02-01,2011-03-01,BeiJing,biophysics,Clear
4580,F1,2011-02-01,2011-02-28,BeiJing,EE,Clear
4628,J1,2011-02-01,2011-04-01,ShangHai,chemical engineering,Clear
4551,B1,2011-02-02,2011-03-06,Others,EE,Clear
4544,H1,2011-02-03,,Mumbai,,Pending
4582,J1,2011-02-03,2011-03-07,Others,Chemistry,Clear
5835,H1,2011-02-03,2011-10-14,NewDelhi,Computer Engineering,Clear
4683,L1,2011-02-04,2011-05-06,NewDelhi,,Clear
4471,F1,2011-02-07,2011-03-16,Others,Industrial Engineering,Clear
4473,F1,2011-02-07,2011-02-28,ShangHai,Physics,Clear
4487,J1,2011-02-07,2011-03-04,ShenYang,chemical,Clear
4536,J1,2011-02-07,2011-02-25,BeiJing,computer science,Clear
4562,J1,2011-02-07,2011-03-01,ShangHai,Pharmcology,Clear
4585,B1,2011-02-07,2011-02-25,BeiJing,Physics,Clear
